"sourceCode","sourceName","sourceFrequency","sourceAutoAssignedConceptIds","ADD_INFO:oeno_name","matchScore","mappingStatus","equivalence","statusSetBy","statusSetOn","conceptId","conceptName","domainId","mappingType","comment","createdBy","createdOn","assignedReviewer"
"53845",Crossectomy+stripping+perf.ligatura+removal of dilated veins,-1,0,Crossectomia+stripping+perf.ligatura+tágult vénák eltávolítása,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4034657,Ligation of vein of lower limb,Procedure,MAPS_TO,,,0,
"52000",Paracentesis tympani,-1,0,Paracentesis tympani,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4160183,Tympanocentesis,Procedure,MAPS_TO,,,0,
"31602",Acromio-clavicular joint radiograph,-1,0,Acromio-clavicularis ízületi felvétel,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4059530,Acromioclavicular joint X-ray,Procedure,MAPS_TO,,,0,
"32410",Gastric rtg. examination,-1,0,Gyomor rtg. vizsgálata,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4059663,Upper abdomen soft tissue X-ray,Procedure,MAPS_TO,,,0,
"16520",Cystoscopy,-1,0,Cystoscopia,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4085429,Cystoscopy,Procedure,MAPS_TO,,,0,
"81750",Bronhoscopic bronchoscopic bronchoscopic irrigation therapeutic,-1,0,Bronhoscopos hörgő öblítés terápiás,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4134403,Rigid bronchoscopic lavage of bronchus,Procedure,MAPS_TO,,,0,
"82031",Repositio obtecta fr. in loco tipico radii,-1,0,Repositio obtecta fr. in loco tipico radii,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4338818,Closed reduction of fracture of radius,Procedure,MAPS_TO,,,0,
P0010,Barthel index,-1,0,,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4167605,Barthel index,Measurement,MAPS_TO,,,0,
"89820",Continuous medical monitoring,-1,0,Folyamatos orvosi megfigyelés,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4082264,Monitoring of patient,Observation,MAPS_TO,,,0,
"54932",Haemorrhoidectomy sec. Milligan-Morgan,-1,0,Haemorrhoidectomia sec. Milligan-Morgan,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4123421,Open hemorrhoidectomy,Procedure,MAPS_TO,,,0,
"81720",Middle ear aspiration,-1,0,Középfül leszívás,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4160162,Aspiration of middle ear,Procedure,MAPS_TO,,,0,
"14260",Biopsy lymphoglandulae,-1,0,Biopsia lymphoglandulae,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4071443,Biopsy of lymph node,Procedure,MAPS_TO,,,0,
"58047","Shaver operation (knee), arthroscopic",-1,0,"Shaver műtét (térd), arthroscopos",1,APPROVED,EQUIVALENT,Hungarian national Node,0,40483206,Arthroscopic shaving of articular cartilage of knee,Procedure,MAPS_TO,,,0,
"19326","Personality test, Sondi two-profile",-1,0,"Személyiségvizsgálat, Szondi-féle kétprofilos",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4012527,Projective testing,Procedure,MAPS_TO,,,0,
"19326","Personality test, Sondi two-profile",-1,0,"Személyiségvizsgálat, Szondi-féle kétprofilos",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4251761,Personality assessment,Procedure,MAPS_TO,,,0,
"19326","Personality test, Sondi two-profile",-1,0,"Személyiségvizsgálat, Szondi-féle kétprofilos",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4061974,Psychologic test,Procedure,MAPS_TO,,,0,
"01351",Anastomosis suture machines and reels used in deep rectal and oesophageal surgery,-1,0,,1,APPROVED,EQUIVALENT,Hungarian national Node,0,45771219,Intraluminal circular stapler,Device,MAPS_TO,,,0,
"01351",Anastomosis suture machines and reels used in deep rectal and oesophageal surgery,-1,0,,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4299602,Operation on gastrointestinal tract,Procedure,MAPS_TO,,,0,
"52201",Punctio maxillaris sinus,-1,0,Punctio sinus maxillaris,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4246069,Caldwell-Luc operation with removal of membrane lining,Procedure,MAPS_TO,,,0,
"31382",Sternal view,-1,0,Sternum felvétel,1,APPROVED,EQUIVALENT,Hungarian national Node,0,3007086,XR Sternum Views,Procedure,MAPS_TO,,,0,
"1932M",MMPI test,-1,0,MMPI-teszt,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4195310,Minnesota multiphasic personality inventory,Procedure,MAPS_TO,,,0,
"12080",Turn-amplitude analysis,-1,0,Turn-amplitúdó analízis,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4098790,Interference pattern EMG analysis,Procedure,MAPS_TO,,,0,
"12080",Turn-amplitude analysis,-1,0,Turn-amplitúdó analízis,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4089724,Turns/amplitude ratio,Observation,MAPS_TO,,,0,
"81730","Eustachian tube puncture, tube catheterisation",-1,0,"Fülkürt átfúvás, tubakatéterezés",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4217346,Catheterization of eustachian tube,Procedure,MAPS_TO,,,0,
"32420",Gastric double contrast examination,-1,0,Gyomor kettős kontrasztos vizsgálata,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4128947,Double contrast technique,Observation,MAPS_TO,,,0,
"32420",Gastric double contrast examination,-1,0,Gyomor kettős kontrasztos vizsgálata,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4347680,Gastrointestinal tract contrast procedure,Procedure,MAPS_TO,,,0,
"13411",Sperm collection for artificial insemination,-1,0,Spermagyűjtés mesterséges termékenyítés céljából,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4146042,Semen specimen collection,Procedure,MAPS_TO,,,0,
"13411",Sperm collection for artificial insemination,-1,0,Spermagyűjtés mesterséges termékenyítés céljából,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4239302,Artificial insemination,Procedure,MAPS_TO,,,0,
"13230",Nasogastric tube removal and replacement,-1,0,"Nasogastricus szonda levezetése, cseréje",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4227418,Insertion of nasogastric tube,Procedure,MAPS_TO,,,0,
"13230",Nasogastric tube removal and replacement,-1,0,"Nasogastricus szonda levezetése, cseréje",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4013485,Replacement of nasogastric tube,Procedure,MAPS_TO,,,0,
"59220",Electrocoagulatio cutis,-1,0,Elektrocoagulatio cutis,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4250344,Electrocoagulation,Procedure,MAPS_TO,,,0,
"59220",Electrocoagulatio cutis,-1,0,Elektrocoagulatio cutis,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4213041,Operation on skin,Procedure,MAPS_TO,,,0,
"31010",Mandible scan,-1,0,Mandibula felvétel,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4055629,Radiography of mandible,Procedure,MAPS_TO,,,0,
"85011",Treatment of nosebleeds with a layered tamponade,-1,0,Orrvérzés ellátása réteges tamponáddal,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4168085,Nasal packing for control of hemorrhage,Procedure,MAPS_TO,,,0,
"18430",Bronchial aspiration,-1,0,Hörgőváladék leszívása,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4336460,Bronchial suction,Procedure,MAPS_TO,,,0,
"18430",Bronchial aspiration,-1,0,Hörgőváladék leszívása,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4134405,Bronchial suction via tracheostomy,Procedure,MAPS_TO,,,0,
TA130,Tooth extraction,-1,0,Fogeltávolítás,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4208393,Tooth extraction,Procedure,MAPS_TO,,,0,
"16320",Oesophagogastroscopy,-1,0,Oesophagogastroscopia,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4189724,Esophagogastroscopy,Procedure,MAPS_TO,,,0,
"54821",Polypectomy recti per rectoscopiam,-1,0,Polypectomia recti per rectoscopiam,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4166761,Rectal polypectomy,Procedure,MAPS_TO,,,0,
"54821",Polypectomy recti per rectoscopiam,-1,0,Polypectomia recti per rectoscopiam,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4103380,Endoscopic polypectomy of large intestine,Procedure,MAPS_TO,,,0,
"54821",Polypectomy recti per rectoscopiam,-1,0,Polypectomia recti per rectoscopiam,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4171571,Proctoscopy,Procedure,MAPS_TO,,,0,
"54821",Polypectomy recti per rectoscopiam,-1,0,Polypectomia recti per rectoscopiam,1,APPROVED,EQUIVALENT,Hungarian national Node,0,40486141,Sigmoidoscopic excision of polyp of rectum,Procedure,MAPS_TO,,,0,
"17300",Circulatory function test in an artery,-1,0,Keringésfunkciós vizsgálat egy artériában,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4149240,Circulatory function tests,Procedure,MAPS_TO,,,0,
"06014",Cetuximab,-1,0,Cetuximab,1,APPROVED,EQUIVALENT,Hungarian national Node,0,1315411,cetuximab,Drug,MAPS_TO,,,0,
"1633D",Endoscopic UH examination of the stomach,-1,0,Gyomor endoszkópos UH vizsgálata,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4333605,Endoscopic ultrasonography of stomach,Procedure,MAPS_TO,,,0,
"58327",Soft tissue tumour extirpation - marginal,-1,0,Lágyrésztumor exstirpatio - marginalis,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4308811,Neoplasm of soft tissue,Condition,MAPS_TO,,,0,
"58327",Soft tissue tumour extirpation - marginal,-1,0,Lágyrésztumor exstirpatio - marginalis,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4210595,Excision of soft tissue,Procedure,MAPS_TO,,,0,
TB115,Pocket treatment with closed curettage,-1,0,Tasak kezelése zárt kürettázzsal,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4152655,Curettage of tooth socket,Procedure,MAPS_TO,,,0,
TB115,Pocket treatment with closed curettage,-1,0,Tasak kezelése zárt kürettázzsal,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4121940,Root planing of tooth,Procedure,MAPS_TO,,,0,
"46530",Intrauterine contraceptive device insertion,-1,0,Intrauterin fogamzásgátló eszköz felhelyezése,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4275113,Insertion of intrauterine contraceptive device,Procedure,MAPS_TO,,,0,
"56830",Hysterectomy - abdominal,-1,0,Hysterectomia - hasi,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4021529,Abdominal hysterectomy,Procedure,MAPS_TO,,,0,
"3562A",SPECT examination of myocardial perfusion with Tc,-1,0,Szívizom perfúzió SPECT vizsgálata Tc-mal,1,APPROVED,EQUIVALENT,Hungarian national Node,0,36685418,SPECT CT using Tc99m (technetium 99m) tetrofosmin of myocardial perfusion,Procedure,MAPS_TO,,,0,
"94281",Sensor-activation therapy,-1,0,Szenzoros-aktivációs terápia,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4207029,Visuo-motor organization,Observation,MAPS_TO,,,0,
"94281",Sensor-activation therapy,-1,0,Szenzoros-aktivációs terápia,1,APPROVED,EQUIVALENT,Hungarian national Node,0,46271878,Promotion of child development,Procedure,MAPS_TO,,,0,
"85935",Pain relief,-1,0,Fájdalomcsilapítás,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4082404,Pain relief,Procedure,MAPS_TO,,,0,
"31761","Hand I. finger, two-way shooting",-1,0,"Kéz I. ujj, kétirányú felvétel",1,APPROVED,EQUIVALENT,Hungarian national Node,0,3052078,XR Finger 2 Views,Procedure,MAPS_TO,,,0,
"31761","Hand I. finger, two-way shooting",-1,0,"Kéz I. ujj, kétirányú felvétel",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4081559,Thumb X-ray,Procedure,MAPS_TO,,,0,
"18541",Punctio et/seu aspiratio bursae,-1,0,Punctio et/seu aspiratio bursae,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4072033,Aspiration of bursa,Procedure,MAPS_TO,,,0,
"5558F",Percutaneous nephrostoma replacement,-1,0,Percutan nephrostoma cseréje,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4053034,Replacement of nephrostomy tube,Procedure,MAPS_TO,,,0,
"34452",CT scan of the abdomen following administration of native plus iv contrast,-1,0,Teljes has CT vizsgálata natív plusz iv. kontrasztanyag adását követőleg,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4061009,CT of abdomen,Procedure,MAPS_TO,,,0,
"13590",Amnioscopy,-1,0,Amnioscopia,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4281535,Amnioscopy,Procedure,MAPS_TO,,,0,
"12114",Corneal curvature measurement by computer,-1,0,Szaruhártya-görbület mérése computerrel,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4090161,Corneal curvature radius,Measurement,MAPS_TO,,,0,
"81800",Epilatio,-1,0,Epilatio,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4031526,Epilation,Procedure,MAPS_TO,,,0,
"16363",Endoscopic stone extraction,-1,0,Endoscopos kőextractio,1,APPROVED,EQUIVALENT,Hungarian national Node,0,40487575,Endoscopic removal of calculus from bile duct,Procedure,MAPS_TO,,,0,
"94200",Chewing muscle exercises,-1,0,Rágóizomgyakorlatok,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4209416,Chewing exercises,Observation,MAPS_TO,,,0,
"17031","Tuberculin test, Mantoux",-1,0,"Tuberculin próba, Mantoux",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4311463,Mantoux test,Measurement,MAPS_TO,,,0,
"33984",Coronary stent implantation in LAD-RDA (anterior descending) branch,-1,0,Coronaria stent beültetés LAD-RDA (elülső leszálló) ágba,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4178148,Placement of stent in anterior descending branch of left coronary artery,Procedure,MAPS_TO,,,0,
"86051",Thermotherapy prostatae,-1,0,Thermotherapia prostatae,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4119881,Transurethral radiofrequency thermotherapy,Procedure,MAPS_TO,,,0,
"14261","Biopsy lymphoglandulae, UH guided",-1,0,"Biopsia lymphoglandulae, UH vezérelt",1,APPROVED,EQUIVALENT,Hungarian national Node,0,45765586,Biopsy of lymph node using ultrasound guidance,Procedure,MAPS_TO,,,0,
"92310",Hyperalimentatio enteralis parenteralisque,-1,0,Hyperalimentatio enteralis parenteralisque,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4187885,Enteral hyperalimentation,Procedure,MAPS_TO,,,0,
"92310",Hyperalimentatio enteralis parenteralisque,-1,0,Hyperalimentatio enteralis parenteralisque,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4096831,Intravenous feeding of patient,Procedure,MAPS_TO,,,0,
"01301",Total hip replacement with cement,-1,0,"Totál csípőprotézis, cementes",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4126168,Total hip replacement prosthesis,Device,MAPS_TO,,,0,
"01301",Total hip replacement with cement,-1,0,"Totál csípőprotézis, cementes",1,APPROVED,EQUIVALENT,Hungarian national Node,0,42872843,Primary cemented total replacement of joint,Procedure,MAPS_TO,,,0,
"69972","Red Blood Cell Concentrate, closed system, filtered, resuspended in adenine containing solution",-1,0,"Vörösvérsejt koncentrátum, zárt rendszerben, szűrt, adenin tartalmú oldatban reszuszpendált",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4129597,"Human red blood cells, blood product",Device,MAPS_TO,,,0,
"81010",Removal of nerve body from conjunctiva,-1,0,Idegentest eltávolítás conjunctivából,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4300656,Removal of foreign body from conjunctiva,Procedure,MAPS_TO,,,0,
"4371E",Antibiotic prophylaxis longer than 48 hours,-1,0,"Antibiotikus prophylaxis, hosszabb, mint 48 óra",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4226249,Antibiotic prophylaxis,Procedure,MAPS_TO,,,0,
"57924",Screw fixation,-1,0,Csavarozás,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4120002,Internal fixation using screw,Procedure,MAPS_TO,,,0,
"1929H",Modified mini mental state,-1,0,Módosított mini mental state,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4165125,Modified mini-mental state examination,Measurement,MAPS_TO,,,0,
"56550",Salpingo-oophorectomy - bilateral,-1,0,Salpingo-oophorectomia - kétoldali,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4107080,Bilateral salpingectomy with oophorectomy,Procedure,MAPS_TO,,,0,
"58033","Lumbar discectomy, flavotomian via",-1,0,"Lumbalis discectomia, flavotomian keresztül",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4073968,Primary lumbar microdiscectomy,Procedure,MAPS_TO,,,0,
"01358","Self-expanding metal stents for use in the biliary tract, pancreatic duct",-1,0,"Öntáguló fémstent az epeutak, pancreas vezeték területén történő felhasználásban",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4106158,Self-expanding stent,Device,MAPS_TO,,,0,
"01358","Self-expanding metal stents for use in the biliary tract, pancreatic duct",-1,0,"Öntáguló fémstent az epeutak, pancreas vezeték területén történő felhasználásban",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4234442,Pancreatic duct prosthesis,Device,MAPS_TO,,,0,
"01358","Self-expanding metal stents for use in the biliary tract, pancreatic duct",-1,0,"Öntáguló fémstent az epeutak, pancreas vezeték területén történő felhasználásban",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4179713,Endoscopic procedure,Procedure,MAPS_TO,,,0,
"01358","Self-expanding metal stents for use in the biliary tract, pancreatic duct",-1,0,"Öntáguló fémstent az epeutak, pancreas vezeték területén történő felhasználásban",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4234567,Biliary stent,Device,MAPS_TO,,,0,
"81300","Bladder catheterisation, single urinary diversion",-1,0,"Hólyagkatéterezés, egyszeri vizeletlebocsátás",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4164380,Diagnostic catheterization of urinary bladder,Procedure,MAPS_TO,,,0,
"14251",Biopsy medullae ossealis crista ossis ilei,-1,0,Biopsia medullae ossealis crista ossis ilei,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4103651,Biopsy of ileum,Procedure,MAPS_TO,,,0,
"81320",Bladder irrigation,-1,0,Húgyhólyag öblítés,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4302745,Irrigation of urinary bladder,Procedure,MAPS_TO,,,0,
"85712",Pharmacological neurectomy with botulinum toxin I,-1,0,"Pharmacologiai neurectomia I., botulinum toxinnal",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4215417,Therapeutic injection of botulinum toxin,Procedure,MAPS_TO,,,0,
"1636D",Duodenal endoscopic UH examination,-1,0,Duodenum endoszkópos UH vizsgálata,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4061134,Endoscopic ultrasound of upper gastrointestinal tract,Procedure,MAPS_TO,,,0,
"53879",Ligature arteriae,-1,0,Ligatura arteriae,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4101470,Ligation of artery,Procedure,MAPS_TO,,,0,
"81700",Washing of tear plug or duct,-1,0,Könnytömlő vagy vezeték átmosás,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4131804,Probing of lacrimal canaliculi,Procedure,MAPS_TO,,,0,
"86633",Functional electrotherapy in the facial nerve area,-1,0,Funkcionális elektroterápia nervus facialis területén,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4059953,Electrotherapy,Procedure,MAPS_TO,,,0,
"8324K",Circular plaster of Paris application,-1,0,Körkörös gipszre járósarok felhelyezés,1,APPROVED,EQUIVALENT,Hungarian national Node,0,45761460,Cast walking heel,Device,MAPS_TO,,,0,
"8324K",Circular plaster of Paris application,-1,0,Körkörös gipszre járósarok felhelyezés,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4035600,Conversion of non-weight-bearing plaster cast to weight-bearing plaster cast,Procedure,MAPS_TO,,,0,
"56723",Uterine polyp removal,-1,0,Méhpolyp eltávolítás,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4130184,Excision of uterine polyp,Procedure,MAPS_TO,,,0,
"57571",Care of cervical rupture,-1,0,Cervix ruptura ellátása,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4135477,Repair of obstetric laceration of cervix,Procedure,MAPS_TO,,,0,
"01338",Maxillo-facial internal fixation devices,-1,0,Maxillo-faciális belső fixációs eszközök,1,APPROVED,EQUIVALENT,Hungarian national Node,0,45763035,Maxillofacial prosthesis,Device,MAPS_TO,,,0,
"01338",Maxillo-facial internal fixation devices,-1,0,Maxillo-faciális belső fixációs eszközök,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4090026,Maxillofacial technical procedure,Procedure,MAPS_TO,,,0,
"88162",Reverse transscriptase plasminogen activator (rtPA) treatment (in mg),-1,0,Recombinans szöveti plazminogén aktivátor (rtPA) kezelés (mg-ban),1,APPROVED,EQUIVALENT,Hungarian national Node,0,35621677,Thrombolysis of cerebral artery by intravenous infusion,Procedure,MAPS_TO,,,0,
"88162",Reverse transscriptase plasminogen activator (rtPA) treatment (in mg),-1,0,Recombinans szöveti plazminogén aktivátor (rtPA) kezelés (mg-ban),1,APPROVED,EQUIVALENT,Hungarian national Node,0,2100533,recombinant human tissue-type plasminogen activator,Drug,MAPS_TO,,,0,
"5792S",Third tube plating,-1,0,Harmadcső lemezelés,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4106145,Third tubular plate,Device,MAPS_TO,,,0,
"5792S",Third tube plating,-1,0,Harmadcső lemezelés,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4224182,Open reduction of fracture of fibula with internal fixation,Procedure,MAPS_TO,,,0,
"5792S",Third tube plating,-1,0,Harmadcső lemezelés,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4025454,Reduction of fracture of fibula with internal fixation,Procedure,MAPS_TO,,,0,
"5792S",Third tube plating,-1,0,Harmadcső lemezelés,1,APPROVED,EQUIVALENT,Hungarian national Node,0,37110881,Sternal fixation bar,Device,MAPS_TO,,,0,
"5792S",Third tube plating,-1,0,Harmadcső lemezelés,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4106463,Internal fixation using plate,Procedure,MAPS_TO,,,0,
"84300",Balanced suspension by buck,-1,0,Kiegyensúlyozott függesztés Buck szerint,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4076052,Application of balanced suspension traction,Procedure,MAPS_TO,,,0,
"57040",Plastica vaginae anterior posteriorque,-1,0,Plastica vaginae anterior posteriorque,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4072579,Vaginoplasty,Procedure,MAPS_TO,,,0,
"31140",Stenvers recording,-1,0,Stenvers felvétel,1,APPROVED,EQUIVALENT,Hungarian national Node,0,3013689,XR Petrous part of temporal bone Views,Procedure,MAPS_TO,,,0,
"31140",Stenvers recording,-1,0,Stenvers felvétel,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4184771,X-ray of skull,Procedure,MAPS_TO,,,0,
"32710",Hysterosalpingography,-1,0,Hysterosalpingographia,1,APPROVED,EQUIVALENT,Hungarian national Node,0,4059199,Hysterosalpingography,Procedure,MAPS_TO,,,0,
"52744",Cervical spine + cervical spine with complete cervical collar with microsurgical flap,-1,0,"Szájüregi dag.+mandib.res. az állcsont folyt.megtartásával, nyaki nycs.részl.v.teljes eltáv.mikrosebészeti lágyrészpótlással",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4077122,Radical resection of tumor of soft tissue of neck,Procedure,MAPS_TO,,,0,
"52744",Cervical spine + cervical spine with complete cervical collar with microsurgical flap,-1,0,"Szájüregi dag.+mandib.res. az állcsont folyt.megtartásával, nyaki nycs.részl.v.teljes eltáv.mikrosebészeti lágyrészpótlással",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4075442,Rim excision of mandible,Procedure,MAPS_TO,,,0,
"52744",Cervical spine + cervical spine with complete cervical collar with microsurgical flap,-1,0,"Szájüregi dag.+mandib.res. az állcsont folyt.megtartásával, nyaki nycs.részl.v.teljes eltáv.mikrosebészeti lágyrészpótlással",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4075296,Block dissection of cervical lymph nodes,Procedure,MAPS_TO,,,0,
"52744",Cervical spine + cervical spine with complete cervical collar with microsurgical flap,-1,0,"Szájüregi dag.+mandib.res. az állcsont folyt.megtartásával, nyaki nycs.részl.v.teljes eltáv.mikrosebészeti lágyrészpótlással",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4164300,Radical neck dissection,Procedure,MAPS_TO,,,0,
"52744",Cervical spine + cervical spine with complete cervical collar with microsurgical flap,-1,0,"Szájüregi dag.+mandib.res. az állcsont folyt.megtartásával, nyaki nycs.részl.v.teljes eltáv.mikrosebészeti lágyrészpótlással",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4122777,Selective neck dissection of cervical lymph nodes,Procedure,MAPS_TO,,,0,
"52744",Cervical spine + cervical spine with complete cervical collar with microsurgical flap,-1,0,"Szájüregi dag.+mandib.res. az állcsont folyt.megtartásával, nyaki nycs.részl.v.teljes eltáv.mikrosebészeti lágyrészpótlással",1,APPROVED,EQUIVALENT,Hungarian national Node,0,37397404,Contralateral neck dissection,Procedure,MAPS_TO,,,0,
"52744",Cervical spine + cervical spine with complete cervical collar with microsurgical flap,-1,0,"Szájüregi dag.+mandib.res. az állcsont folyt.megtartásával, nyaki nycs.részl.v.teljes eltáv.mikrosebészeti lágyrészpótlással",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4012004,Modified radical neck dissection,Procedure,MAPS_TO,,,0,
"52744",Cervical spine + cervical spine with complete cervical collar with microsurgical flap,-1,0,"Szájüregi dag.+mandib.res. az állcsont folyt.megtartásával, nyaki nycs.részl.v.teljes eltáv.mikrosebészeti lágyrészpótlással",1,APPROVED,EQUIVALENT,Hungarian national Node,0,37207412,Bilateral central compartment neck dissection,Procedure,MAPS_TO,,,0,
"52744",Cervical spine + cervical spine with complete cervical collar with microsurgical flap,-1,0,"Szájüregi dag.+mandib.res. az állcsont folyt.megtartásával, nyaki nycs.részl.v.teljes eltáv.mikrosebészeti lágyrészpótlással",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4120957,Extended radical neck dissection of cervical lymph nodes,Procedure,MAPS_TO,,,0,
"52744",Cervical spine + cervical spine with complete cervical collar with microsurgical flap,-1,0,"Szájüregi dag.+mandib.res. az állcsont folyt.megtartásával, nyaki nycs.részl.v.teljes eltáv.mikrosebészeti lágyrészpótlással",1,APPROVED,EQUIVALENT,Hungarian national Node,0,36716168,Ipsilateral neck dissection,Procedure,MAPS_TO,,,0,
"52744",Cervical spine + cervical spine with complete cervical collar with microsurgical flap,-1,0,"Szájüregi dag.+mandib.res. az állcsont folyt.megtartásával, nyaki nycs.részl.v.teljes eltáv.mikrosebészeti lágyrészpótlással",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4294395,Bilateral radical neck dissection,Procedure,MAPS_TO,,,0,
"52744",Cervical spine + cervical spine with complete cervical collar with microsurgical flap,-1,0,"Szájüregi dag.+mandib.res. az állcsont folyt.megtartásával, nyaki nycs.részl.v.teljes eltáv.mikrosebészeti lágyrészpótlással",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4122778,Anterior compartment lymph nodes neck dissection,Procedure,MAPS_TO,,,0,
"52744",Cervical spine + cervical spine with complete cervical collar with microsurgical flap,-1,0,"Szájüregi dag.+mandib.res. az állcsont folyt.megtartásával, nyaki nycs.részl.v.teljes eltáv.mikrosebészeti lágyrészpótlással",1,APPROVED,EQUIVALENT,Hungarian national Node,0,4120958,Lateral lymph nodes neck dissection,Procedure,MAPS_TO,,,0,
