"sourceCode","sourceName","sourceFrequency","sourceAutoAssignedConceptIds","ADD_INFO:bno_name","ADD_INFO:orig_name","matchScore","mappingStatus","equivalence","statusSetBy","statusSetOn","conceptId","conceptName","domainId","mappingType","comment","createdBy","createdOn","assignedReviewer"
"I3680","Other non-rheumatic disorders of the tricuspid valve",-1,0,"A háromhegyű billentyű egyéb, nem rheumás eredetű rendellenességei","A háromhegyű billentyű egyéb, nem rheumás eredetű rendellenességei",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4108817,"Tricuspid valve disorder, non-rheumatic","Condition","MAPS_TO",,,0,
"I3690","Non-rheumatic disorder of the tricuspid valve, k.m.n.",-1,0,"A háromhegyű billentyű nem rheumás eredetű rendellenessége, k.m.n.","A háromhegyű billentyű nem rheumás eredetű rendellenessége, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4108817,"Tricuspid valve disorder, non-rheumatic","Condition","MAPS_TO",,,0,
"I3700","Pulmonary valve stenosis",-1,0,"A pulmonalis billentyű szűkülete","A pulmonalis billentyű szűkülete",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4108233,"Pulmonary stenosis, non-rheumatic","Condition","MAPS_TO",,,0,
"I3710","Insufficiency of the pulmonary valve",-1,0,"A pulmonalis billentyű elégtelensége","A pulmonalis billentyű elégtelensége",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4111416,"Pulmonary incompetence, non-rheumatic","Condition","MAPS_TO",,,0,
"I3720","Pulmonary valve stenosis with insufficiency",-1,0,"A pulmonalis billentyű szűkülete elégtelenséggel","A pulmonalis billentyű szűkülete elégtelenséggel",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,45766087,"Non-rheumatic pulmonary valve stenosis with regurgitation","Condition","MAPS_TO",,,0,
"I3780","Other specified disorders of the pulmonary valve",-1,0,"A pulmonalis billentyű egyéb meghatározott rendellenességei","A pulmonalis billentyű egyéb meghatározott rendellenességei",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,319845,"Pulmonary valve disorder","Condition","MAPS_TO",,,0,
"I3790","Pulmonary valve disorder, k.m.n.",-1,0,"Pulmonalis billentyű rendellenesség, k.m.n.","Pulmonalis billentyű rendellenesség, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,319845,"Pulmonary valve disorder","Condition","MAPS_TO",,,0,
"I38H0","Endocarditis, valve unspecified",-1,0,"Szívbelhártya-gyulladás, billentyű nem meghatározott","Szívbelhártya-gyulladás, billentyű nem meghatározott",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4232337,"Valvular endocarditis","Condition","MAPS_TO",,,0,
"I3900","Abnormalities of the double-pointed key. division in diseases",-1,0,"A kéthegyű billentyű rendellenességei másh. oszt. betegségekben","A kéthegyű billentyű rendellenességei másh. oszt. betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,319843,"Mitral valve disorder","Condition","MAPS_TO",,,0,
"I3910","Disorders of the aortic valve, etc. division in diseases",-1,0,"Az aortabillentyű rendellenességei másh. oszt. betegségekben","Az aortabillentyű rendellenességei másh. oszt. betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,314054,"Aortic valve disorder","Condition","MAPS_TO",,,0,
"I3920","Other abnormalities of the tricuspid valve. division in diseases",-1,0,"A háromhegyű billentyű rendellenességei másh. oszt. betegségekben","A háromhegyű billentyű rendellenességei másh. oszt. betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,316993,"Tricuspid valve disorder","Condition","MAPS_TO",,,0,
"I3930","Disorders of the pulmonary valve, etc. division in diseases",-1,0,"A pulmonalis billentyű rendellenességei másh. oszt. betegségekben","A pulmonalis billentyű rendellenességei másh. oszt. betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,319845,"Pulmonary valve disorder","Condition","MAPS_TO",,,0,
"I3940","Multiple key disorders, etc. division in diseases",-1,0,"Többszörös billentyű rendellenességek másh. oszt. betegségekben","Többszörös billentyű rendellenességek másh. oszt. betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4108234,"Multiple valve disease","Condition","MAPS_TO",,,0,
"I3980","Endocarditis, valve k.m.n. other division in diseases",-1,0,"Szívbelhártya-gyulladás, billentyű k.m.n. másh. oszt. betegségekben","Szívbelhártya-gyulladás, billentyű k.m.n. másh. oszt. betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,441589,"Endocarditis","Condition","MAPS_TO",,,0,
"I4000","Infectious myocarditis",-1,0,"Fertőzéses szívizomgyulladás","Fertőzéses szívizomgyulladás",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4331309,"Myocarditis due to infectious agent","Condition","MAPS_TO",,,0,
"I4010","Isolated myocarditis",-1,0,"Izolált szívizomgyulladás","Izolált szívizomgyulladás",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4143969,"Isolated (Fiedler's) myocarditis","Condition","MAPS_TO",,,0,
"I4080","Other acute myocarditis",-1,0,"Egyéb heveny szívizomgyulladás","Egyéb heveny szívizomgyulladás",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,312653,"Acute myocarditis","Condition","MAPS_TO",,,0,
"I4090","Acute myocarditis, k.m.n.",-1,0,"Heveny szívizomgyulladás, k.m.n.","Heveny szívizomgyulladás, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,312653,"Acute myocarditis","Condition","MAPS_TO",,,0,
"I4100","Myocarditis in bacterial diseases classified elsewhere",-1,0,"Szívizomgyulladás máshová osztályozott bakteriális betegségekben","Szívizomgyulladás máshová osztályozott bakteriális betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,320127,"Bacterial myocarditis","Condition","MAPS_TO",,,0,
"I4110","Myocarditis in viral diseases classified elsewhere",-1,0,"Szívizomgyulladás máshová osztályozott vírusos betegségekben","Szívizomgyulladás máshová osztályozott vírusos betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4231274,"Viral myocarditis","Condition","MAPS_TO",,,0,
"I4120","Myocarditis other, other he. in infectious and parasitic diseases",-1,0,"Szívizomgyulladás egyéb, másh. o. fertőző és parazitás betegségekben","Szívizomgyulladás egyéb, másh. o. fertőző és parazitás betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4331309,"Myocarditis due to infectious agent","Condition","MAPS_TO",,,0,
"I4180","Myocarditis in other diseases classified elsewhere",-1,0,"Szívizomgyulladás egyéb máshová osztályozott betegségekben","Szívizomgyulladás egyéb máshová osztályozott betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,314383,"Myocarditis","Condition","MAPS_TO",,,0,
"I4200","Dilated cardiomyopathy",-1,0,"Dilatativ cardiomyopathia","Dilatativ cardiomyopathia",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4163710,"Dilated cardiomyopathy","Condition","MAPS_TO",,,0,
"I4210","Hypertrophic obstructive cardiomyopathy",-1,0,"Hypertrophiás obstructiv cardiomyopathia","Hypertrophiás obstructiv cardiomyopathia",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,316428,"Hypertrophic obstructive cardiomyopathy","Condition","MAPS_TO",,,0,
"I4220","Other hypertrophic cardiomyopathy",-1,0,"Egyéb hypertrophiás cardiomyopathia","Egyéb hypertrophiás cardiomyopathia",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4124693,"Hypertrophic cardiomyopathy","Condition","MAPS_TO",,,0,
"I4230","Endomyocardial (eosinophilia) disease",-1,0,"Endomyocardialis (eosinophiliás) betegség","Endomyocardialis (eosinophiliás) betegség",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4141588,"Primary eosinophilic endomyocardial restrictive cardiomyopathy","Condition","MAPS_TO",,,0,
"I4240","Endocardial fibroelastosis",-1,0,"Endocardialis fibroelastosis","Endocardialis fibroelastosis",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,314370,"Endocardial fibroelastosis","Condition","MAPS_TO",,,0,
"I4250","Other restrictive cardiomyopathy",-1,0,"Egyéb restrictiv cardiomyopathia","Egyéb restrictiv cardiomyopathia",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4190773,"Restrictive cardiomyopathy","Condition","MAPS_TO",,,0,
"I4260","Alcoholic cardiomyopathy",-1,0,"Alkoholos cardiomyopathia","Alkoholos cardiomyopathia",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,318773,"Dilated cardiomyopathy secondary to alcohol","Condition","MAPS_TO",,,0,
"I4270","Cardiomyopathy caused by drugs and other external factors",-1,0,"Gyógyszerek és egyéb külső tényezők okozta cardiomyopathia","Gyógyszerek és egyéb külső tényezők okozta cardiomyopathia",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,320746,"Cardiomyopathy associated with another disorder","Condition","MAPS_TO",,,0,
"I4280","Other cardiomyopathies",-1,0,"Egyéb cardiomyopathiák","Egyéb cardiomyopathiák",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,321319,"Cardiomyopathy","Condition","MAPS_TO",,,0,
"I4290","Cardiomyopathy, k.m.n.",-1,0,"Cardiomyopathia, k.m.n.","Cardiomyopathia, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,321319,"Cardiomyopathy","Condition","MAPS_TO",,,0,
"I4300","Cardiomyopathy is classified elsewhere. in infectious and parasitic diseases",-1,0,"Cardiomyopathia máshová oszt. fertőző és parazitás betegségekben","Cardiomyopathia máshová oszt. fertőző és parazitás betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,320746,"Cardiomyopathy associated with another disorder","Condition","MAPS_TO",,,0,
"I4300","Cardiomyopathy is classified elsewhere. in infectious and parasitic diseases",-1,0,"Cardiomyopathia máshová oszt. fertőző és parazitás betegségekben","Cardiomyopathia máshová oszt. fertőző és parazitás betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,432250,"Disorder due to infection","Condition","MAPS_TO",,,0,
"I4310","Cardiomyopathy in metabolic diseases",-1,0,"Cardiomyopathia anyagcsere-betegségekben","Cardiomyopathia anyagcsere-betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,320746,"Cardiomyopathy associated with another disorder","Condition","MAPS_TO",,,0,
"I4310","Cardiomyopathy in metabolic diseases",-1,0,"Cardiomyopathia anyagcsere-betegségekben","Cardiomyopathia anyagcsere-betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,436670,"Metabolic disease","Condition","MAPS_TO",,,0,
"I4320","Cardiomyopathy in nutritional disorders",-1,0,"Cardiomyopathia táplálkozási betegségekben","Cardiomyopathia táplálkozási betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4090739,"Nutritional disorder","Condition","MAPS_TO",,,0,
"I4320","Cardiomyopathy in nutritional disorders",-1,0,"Cardiomyopathia táplálkozási betegségekben","Cardiomyopathia táplálkozási betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,320746,"Cardiomyopathy associated with another disorder","Condition","MAPS_TO",,,0,
"I4380","Cardiomyopathy in other diseases classified elsewhere",-1,0,"Cardiomyopathia egyéb, máshová osztályozott betegségekben","Cardiomyopathia egyéb, máshová osztályozott betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,320746,"Cardiomyopathy associated with another disorder","Condition","MAPS_TO",,,0,
"I4400","First-degree atrioventricular block",-1,0,"Elsőfokú pitvar-kamrai block","Elsőfokú pitvar-kamrai block",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,314379,"First degree atrioventricular block","Condition","MAPS_TO",,,0,
"I4410","Second degree atrioventricular block",-1,0,"Másodfokú pitvar-kamrai block","Másodfokú pitvar-kamrai block",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,318448,"Second degree atrioventricular block","Condition","MAPS_TO",,,0,
"I4420","Complete atrioventricular block",-1,0,"Teljes pitvar-kamrai block","Teljes pitvar-kamrai block",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,320744,"Complete atrioventricular block","Condition","MAPS_TO",,,0,
"I4430","Other and unspecified atrioventricular block, k.m.n.",-1,0,"Egyéb és nem meghatározott pitvar-kamrai block, k.m.n.","Egyéb és nem meghatározott pitvar-kamrai block, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,316135,"Atrioventricular block","Condition","MAPS_TO",,,0,
"I4440","Left anterior fascicular block",-1,0,"Bal elülső fascicularis block","Bal elülső fascicularis block",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4295336,"Left anterior fascicular block","Condition","MAPS_TO",,,0,
"I4450","Left posterior fascicular block",-1,0,"Bal hátsó fascicularis block","Bal hátsó fascicularis block",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4268046,"Left posterior fascicular block","Condition","MAPS_TO",,,0,
"I4460","Other and unspecified fascicular block",-1,0,"Egyéb és nem meghatározott fascicularis block","Egyéb és nem meghatározott fascicularis block",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,313209,"Left bundle branch hemiblock","Condition","MAPS_TO",,,0,
"I4470","Left Tawara-stem-block, k.m.n.",-1,0,"Bal Tawara-szár-block, k.m.n.","Bal Tawara-szár-block, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,316998,"Left bundle branch block","Condition","MAPS_TO",,,0,
"I4500","Right Tawara shank block",-1,0,"Jobb Tawara-szár block","Jobb Tawara-szár block",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,314059,"Right bundle branch block","Condition","MAPS_TO",,,0,
"I4510","Other and unspecified right Tawara stem block",-1,0,"Egyéb és nem meghatározott jobb Tawara-szár block","Egyéb és nem meghatározott jobb Tawara-szár block",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,314059,"Right bundle branch block","Condition","MAPS_TO",,,0,
"I4520","Bifascicular block",-1,0,"Bifascicularis block","Bifascicularis block",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4250169,"Bifascicular block","Condition","MAPS_TO",,,0,
"I4530","Trifascicular block",-1,0,"Trifascicularis block","Trifascicularis block",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,321315,"Trifascicular block","Condition","MAPS_TO",,,0,
"I4540","Intraventricular block",-1,0,"Intraventricularis block","Intraventricularis block",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4166844,"Intraventricular conduction defect","Condition","MAPS_TO",,,0,
"I4550","Other specified heart block",-1,0,"Egyéb meghatározott szívblock","Egyéb meghatározott szívblock",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,320425,"Heart block","Condition","MAPS_TO",,,0,
"I4560","Pre-excitation syndrome",-1,0,"Pre-excitatiós syndroma","Pre-excitatiós syndroma",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4057008,"Accelerated atrioventricular conduction","Condition","MAPS_TO",,,0,
"I4580","Other specified conduction disorders",-1,0,"Egyéb meghatározott ingervezetési zavarok","Egyéb meghatározott ingervezetési zavarok",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,316999,"Conduction disorder of the heart","Condition","MAPS_TO",,,0,
"I4590","Impulse conduction disorder, k.m.n.",-1,0,"Ingervezetési zavar, k.m.n.","Ingervezetési zavar, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,316999,"Conduction disorder of the heart","Condition","MAPS_TO",,,0,
"I4600","Cardiac arrest with successful resuscitation",-1,0,"Szívmegállás sikeres újraélesztéssel","Szívmegállás sikeres újraélesztéssel",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4120088,"Cardiac arrest with successful resuscitation","Condition","MAPS_TO",,,0,
"I4610","Sudden cardiac death, defined as such",-1,0,"Hirtelen szívhalál, így meghatározva","Hirtelen szívhalál, így meghatározva",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4317150,"Sudden cardiac death","Condition","MAPS_TO",,,0,
"I4690","Cardiac arrest, c.m.n.",-1,0,"Szívmegállás, k.m.n.","Szívmegállás, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,321042,"Cardiac arrest","Condition","MAPS_TO",,,0,
"I4700","Re-entry ventricular arrhythmia",-1,0,"Re-entry kamrai arrhythmia","Re-entry kamrai arrhythmia",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4111552,"Re-entry ventricular arrhythmia","Condition","MAPS_TO",,,0,
"I4710","Supraventricular tachycardia",-1,0,"Supraventricularis tachycardia","Supraventricularis tachycardia",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4275423,"Supraventricular tachycardia","Condition","MAPS_TO",,,0,
"I4720","Ventricular tachycardia",-1,0,"Kamrai tachycardia","Kamrai tachycardia",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4103295,"Ventricular tachycardia","Condition","MAPS_TO",,,0,
"I4790","Paroxysmal tachycardia, k.m.n.",-1,0,"Paroxysmalis tachycardia, k.m.n.","Paroxysmalis tachycardia, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,313792,"Paroxysmal tachycardia","Condition","MAPS_TO",,,0,
"I48H0","Atrial fibrillation and flutter",-1,0,"Pitvari fibrillatio és flutter","Pitvari fibrillatio és flutter",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4108832,"Atrial fibrillation and flutter","Condition","MAPS_TO",,,0,
"I4900","Ventricular fibrillation and flutter",-1,0,"Kamra fibrillatio és flutter","Kamra fibrillatio és flutter",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4111700,"Ventricular fibrillation and flutter","Condition","MAPS_TO",,,0,
"I4910","Atrial extrasystole",-1,0,"Pitvari extrasystole","Pitvari extrasystole",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4115173,"Atrial premature complex","Condition","MAPS_TO",,,0,
"I4920","Junctional extrasystole",-1,0,"Junctionalis extrasystole","Junctionalis extrasystole",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4088351,"Junctional premature complex","Condition","MAPS_TO",,,0,
"I4930","Ventricular extrasystole",-1,0,"Kamrai extrasystole","Kamrai extrasystole",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4089462,"Ventricular premature complex","Condition","MAPS_TO",,,0,
"I4940","Other and unspecified extrasystole",-1,0,"Egyéb és nem meghatározott extrasystole","Egyéb és nem meghatározott extrasystole",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4091901,"Aberrant premature complexes","Condition","MAPS_TO",,,0,
"I4950","Sick sinus syndrome",-1,0,"Sick sinus syndroma","Sick sinus syndroma",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4261842,"Sick sinus syndrome","Condition","MAPS_TO",,,0,
"I4980","Other specified cardiac arrhythmias",-1,0,"Egyéb meghatározott szívritmuszavarok","Egyéb meghatározott szívritmuszavarok",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,44784217,"Cardiac arrhythmia","Condition","MAPS_TO",,,0,
"I4990","Cardiac arrhythmia, k.m.n.",-1,0,"Szívritmuszavar, k.m.n.","Szívritmuszavar, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,44784217,"Cardiac arrhythmia","Condition","MAPS_TO",,,0,
"I5000","Congestive heart failure",-1,0,"Pangásos szívelégtelenség","Pangásos szívelégtelenség",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,319835,"Congestive heart failure","Condition","MAPS_TO",,,0,
"I5001","Cardial decompensation NYHA stage I",-1,0,"Cardialis decompensatio NYHA I. stádium","Cardialis decompensatio NYHA I. stádium",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,319835,"Congestive heart failure","Condition","MAPS_TO",,,0,
"I5002","Cardiac decompensation NYHA II. stage",-1,0,"Cardialis decompensatio NYHA II. stádium","Cardialis decompensatio NYHA II. stádium",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,319835,"Congestive heart failure","Condition","MAPS_TO",,,0,
"I5003","Cardiac decompensation NYHA III. stage",-1,0,"Cardialis decompensatio NYHA III. stádium","Cardialis decompensatio NYHA III. stádium",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,319835,"Congestive heart failure","Condition","MAPS_TO",,,0,
"I5004","Cardial decompensation NYHA IV. stage",-1,0,"Cardialis decompensatio NYHA IV. stádium","Cardialis decompensatio NYHA IV. stádium",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,319835,"Congestive heart failure","Condition","MAPS_TO",,,0,
"I5010","Left ventricular failure",-1,0,"Balkamra elégtelenség","Balkamra elégtelenség",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,439846,"Left heart failure","Condition","MAPS_TO",,,0,
"I5011","Left ventricular failure NYHA stage I",-1,0,"Balkamra elégtelenség NYHA I. stádium","Balkamra elégtelenség NYHA I. stádium",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,439846,"Left heart failure","Condition","MAPS_TO",,,0,
"I5012","Left ventricular failure NYHA II. stage",-1,0,"Balkamra elégtelenség NYHA II. stádium","Balkamra elégtelenség NYHA II. stádium",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,439846,"Left heart failure","Condition","MAPS_TO",,,0,
"I5013","Left ventricular failure NYHA III. stage",-1,0,"Balkamra elégtelenség NYHA III. stádium","Balkamra elégtelenség NYHA III. stádium",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,439846,"Left heart failure","Condition","MAPS_TO",,,0,
"I5014","Left ventricular failure NYHA IV. stage",-1,0,"Balkamra elégtelenség NYHA IV. stádium","Balkamra elégtelenség NYHA IV. stádium",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,439846,"Left heart failure","Condition","MAPS_TO",,,0,
"I5090","Heart failure, k.m.n.",-1,0,"Szívelégtelenség, k.m.n.","Szívelégtelenség, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,316139,"Heart failure","Condition","MAPS_TO",,,0,
"I5091","Heart failure NYHA stage I",-1,0,"Szívelégtelenség NYHA I. stádium","Szívelégtelenség NYHA I. stádium",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,316139,"Heart failure","Condition","MAPS_TO",,,0,
"I5092","Heart failure NYHA II. stage",-1,0,"Szívelégtelenség NYHA II. stádium","Szívelégtelenség NYHA II. stádium",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,316139,"Heart failure","Condition","MAPS_TO",,,0,
"I5093","Heart failure NYHA III. stage",-1,0,"Szívelégtelenség NYHA III. stádium","Szívelégtelenség NYHA III. stádium",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,316139,"Heart failure","Condition","MAPS_TO",,,0,
"I5094","Heart failure NYHA IV. stage",-1,0,"Szívelégtelenség NYHA IV. stádium","Szívelégtelenség NYHA IV. stádium",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,316139,"Heart failure","Condition","MAPS_TO",,,0,
"I5100","Acquired septal defect",-1,0,"Szerzett sövénydefektus","Szerzett sövénydefektus",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4108950,"Acquired cardiac septal defect","Condition","MAPS_TO",,,0,
"I5110","Tendon rupture, m.n.o.",-1,0,"Ínhúrszakadás, m.n.o.","Ínhúrszakadás, m.n.o.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,438171,"Rupture of chordae tendineae","Condition","MAPS_TO",,,0,
"I5120","Orbital muscle tear, m.n.o.",-1,0,"Szemölcsizom szakadás, m.n.o.","Szemölcsizom szakadás, m.n.o.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,432937,"Rupture of papillary muscle","Condition","MAPS_TO",,,0,
"I5130","Cardiac thrombosis, m.n.o.",-1,0,"Szívüregi thrombosis, m.n.o.","Szívüregi thrombosis, m.n.o.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4237062,"Mural thrombus of heart","Condition","MAPS_TO",,,0,
"I5140","Myocarditis, k.m.n.",-1,0,"Szívizomgyulladás, k.m.n.","Szívizomgyulladás, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,314383,"Myocarditis","Condition","MAPS_TO",,,0,
"I5150","Myocardial degeneration",-1,0,"Szívizom-elfajulás","Szívizom-elfajulás",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,321320,"Myocardial degeneration","Condition","MAPS_TO",,,0,
"I5160","Cardiovascular disease, k.m.n.",-1,0,"Szív- és érrendszeri betegség, k.m.n.","Szív- és érrendszeri betegség, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,134057,"Disorder of cardiovascular system","Condition","MAPS_TO",,,0,
"I5170","Heart enlargement",-1,0,"Szívnagyobbodás","Szívnagyobbodás",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,314658,"Cardiomegaly","Condition","MAPS_TO",,,0,
"I5180","Other ill-defined heart diseases",-1,0,"Egyéb rosszul meghatározott szívbetegségek","Egyéb rosszul meghatározott szívbetegségek",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,321588,"Heart disease","Condition","MAPS_TO",,,0,
"I5190","Heart disease, k.m.n.",-1,0,"Szívbetegség, k.m.n.","Szívbetegség, k.m.n.",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,321588,"Heart disease","Condition","MAPS_TO",,,0,
"I5200","Other heart disorders are classified elsewhere. in bacterial diseases",-1,0,"Egyéb szívrendellenességek máshová oszt. bakteriális betegségekben","Egyéb szívrendellenességek máshová oszt. bakteriális betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4029831,"Bacterial infectious disease of heart","Condition","MAPS_TO",,,0,
"I5210","Other heart orders other other he. infected and parasitic diseases",-1,0,"Egyéb szívrendell.gek egyéb másh. o. fert. és parazitás betegségekben","Egyéb szívrendell.gek egyéb másh. o. fert. és parazitás betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4134889,"Infectious disease of heart","Condition","MAPS_TO",,,0,
"I5280","Other cardiac disorders in other diseases classified elsewhere",-1,0,"Egyéb szívrendellenességek egyéb máshová osztályozott betegségekben","Egyéb szívrendellenességek egyéb máshová osztályozott betegségekben",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,321588,"Heart disease","Condition","MAPS_TO",,,0,
"I6000","Subarachnoid hemorrhage from the carotid siphon and bifurcation",-1,0,"Subarachnoidealis vérzés a carotis szifonból és bifurcatióból","Subarachnoidealis vérzés a carotis szifonból és bifurcatióból",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4108952,"Subarachnoid hemorrhage from carotid siphon and bifurcation","Condition","MAPS_TO",,,0,
"I6010","Subarachnoid hemorrhage from the medial cerebral artery",-1,0,"Subarachnoidealis vérzés az arteria cerebri mediából","Subarachnoidealis vérzés az arteria cerebri mediából",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4148906,"Spontaneous subarachnoid hemorrhage","Condition","MAPS_TO",,,0,
"I6020","Subarachnoid hemorrhage from the anterior communicating artery",-1,0,"Subarachnoidealis vérzés az arteria communicans anteriorból","Subarachnoidealis vérzés az arteria communicans anteriorból",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4148906,"Spontaneous subarachnoid hemorrhage","Condition","MAPS_TO",,,0,
"I6030","Subarachnoid hemorrhage from the arteria communicans posterior",-1,0,"Subarachnoidealis vérzés az arteria communicans posteriorból","Subarachnoidealis vérzés az arteria communicans posteriorból",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4148906,"Spontaneous subarachnoid hemorrhage","Condition","MAPS_TO",,,0,
"I6040","Subarachnoid hemorrhage from the basilar artery",-1,0,"Subarachnoidealis vérzés az arteria basilarisból","Subarachnoidealis vérzés az arteria basilarisból",1,"APPROVED","EQUIVALENT","Hungarian national Node",0,4148906,"Spontaneous subarachnoid hemorrhage","Condition","MAPS_TO",,,0,
