source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
210148145,0,,NEPHROTECT OLDATOS INFÚZIÓ10X500 ML ÜVEGBEN,19035577,RxNorm,2025-05-07,,
210148145,0,,NEPHROTECT OLDATOS INFÚZIÓ10X500 ML ÜVEGBEN,19066774,RxNorm,2025-05-07,,
210148145,0,,NEPHROTECT OLDATOS INFÚZIÓ10X500 ML ÜVEGBEN,19000537,RxNorm,2025-05-07,,
210148145,0,,NEPHROTECT OLDATOS INFÚZIÓ10X500 ML ÜVEGBEN,19006186,RxNorm,2025-05-07,,
210148145,0,,NEPHROTECT OLDATOS INFÚZIÓ10X500 ML ÜVEGBEN,19006692,RxNorm,2025-05-07,,
210148161,0,,ULTRACAIN DS FORTE OLDATOS INJEKCIÓ10X2 ML,40127703,RxNorm,2025-05-07,,
210148315,0,,DIFFERIN 1 MG/G GÉL1X30 G,981774,RxNorm,2025-05-07,,
210148323,0,,DIFFERIN 1 MG/G KRÉM1X30 G,981774,RxNorm,2025-05-07,,
210148331,0,,EPIRUBICIN SANDOZ 2 MG/ML KONCENTRÁTUM OLDATOS INJEKCIÓHOZ ÉS INFÚZIÓHOZ1X5 ML,1344354,RxNorm,2025-05-07,,
210148349,0,,EPIRUBICIN SANDOZ 2 MG/ML KONCENTRÁTUM OLDATOS INJEKCIÓHOZ ÉS INFÚZIÓHOZ1X25 ML,1344354,RxNorm,2025-05-07,,
210148357,0,,EPIRUBICIN SANDOZ 2 MG/ML KONCENTRÁTUM OLDATOS INJEKCIÓHOZ ÉS INFÚZIÓHOZ1X50 ML,1344354,RxNorm,2025-05-07,,
210148404,0,,AMITREX 100 MG TABLETTA30X,19101875,RxNorm,2025-05-07,,
210148412,0,,AMITREX 400 MG FILMTABLETTA30X,19101728,RxNorm,2025-05-07,,
210148446,0,,LACTASE RÁGÓTABLETTA50X,40050043,RxNorm,2025-05-07,,
210148454,0,,LACTASE RÁGÓTABLETTA100X,40050043,RxNorm,2025-05-07,,
210148496,0,,LESCOL XL 80 MG RETARD TABLETTA28X,19077499,RxNorm,2025-05-07,,
210148501,0,,LESCOL XL 80 MG RETARD TABLETTA98X,19077499,RxNorm,2025-05-07,,
210148527,0,,FLUDARA 10 MG FILMTABLETTA15X,19133315,RxNorm,2025-05-07,,
210148535,0,,FLUDARA 10 MG FILMTABLETTA20X,19133315,RxNorm,2025-05-07,,
210148616,0,,NASOPAX DUO ORRSPRAY FELNŐTTEKNEK1X10 ML,19030493,RxNorm,2025-05-07,,
210148616,0,,NASOPAX DUO ORRSPRAY FELNŐTTEKNEK1X10 ML,925636,RxNorm,2025-05-07,,
210148624,0,,NASOPAX DUO ORRSPRAY GYERMEKEKNEK1X10ML,19030493,RxNorm,2025-05-07,,
210148624,0,,NASOPAX DUO ORRSPRAY GYERMEKEKNEK1X10ML,925636,RxNorm,2025-05-07,,
210148632,0,,NEXIUM 20 MG FILMTABLETTA7X,19101746,RxNorm,2025-05-07,,
210148640,0,,NEXIUM 20 MG FILMTABLETTA14X,19101746,RxNorm,2025-05-07,,
210148658,0,,NEXIUM 20 MG FILMTABLETTA28X,19101746,RxNorm,2025-05-07,,
210148666,0,,NEXIUM 40 MG FILMTABLETTA7X,19101745,RxNorm,2025-05-07,,
210148674,0,,NEXIUM 40 MG FILMTABLETTA14X,19101745,RxNorm,2025-05-07,,
210148682,0,,NEXIUM 40 MG FILMTABLETTA28X,19101745,RxNorm,2025-05-07,,
210148721,0,,PAROXAT 20 MG FILMTABLETTA30X (PVC/AL ÁTLÁTSZATLAN BLISZTERBEN),35604576,RxNorm,2025-05-07,,
210148747,0,,RELPAX 20 MG FILMTABLETTA2X,1189698,RxNorm,2025-05-07,,
210148755,0,,RELPAX 20 MG FILMTABLETTA4X,1189698,RxNorm,2025-05-07,,
210148763,0,,RELPAX 20 MG FILMTABLETTA6X,1189698,RxNorm,2025-05-07,,
210148771,0,,RELPAX 40 MG FILMTABLETTA2X,1189699,RxNorm,2025-05-07,,
210148789,0,,RELPAX 40 MG FILMTABLETTA4X,1189699,RxNorm,2025-05-07,,
210148797,0,,RELPAX 40 MG FILMTABLETTA6X,1189699,RxNorm,2025-05-07,,
210148828,0,,RENITEC PLUS 20 MG/6 MG TABLETTA28X,19106534,RxNorm,2025-05-07,,
210148917,0,,TRITACE 10 MG TABLETTA28X,19102170,RxNorm,2025-05-07,,
210149010,0,,SICOR 10 MG FILMTABLETTA30X (TARTÁLYBAN),1539463,RxNorm,2025-05-07,,
210149028,0,,SICOR 20 MG FILMTABLETTA30X (TARTÁLYBAN),1539411,RxNorm,2025-05-07,,
210149044,0,,SICOR 40 MG FILMTABLETTA30X (TARTÁLYBAN),1539407,RxNorm,2025-05-07,,
210149060,0,,SIMVACOL 10 MG FILMTABLETTA30X,1539463,RxNorm,2025-05-07,,
210149078,0,,SIMVACOL 20 MG FILMTABLETTA30X,1539411,RxNorm,2025-05-07,,
210149086,0,,SIMVACOL 40 MG FILMTABLETTA30X,1539407,RxNorm,2025-05-07,,
210149125,0,,NIDOL 100 MG TABLETTA30X,19069426,RxNorm,2025-05-07,,
210149434,0,,OBRADON 40 MG FILMTABLETTA30X,1545996,RxNorm,2025-05-07,,
210149604,0,,IDEOS 500 MG/400 NE RÁGÓTABLETTA30X,2044505,RxNorm Extension,2025-05-07,,
210149612,0,,IDEOS 500 MG/400 NE RÁGÓTABLETTA60X,2044505,RxNorm Extension,2025-05-07,,
210149670,0,,AMINOVEN 10% OLDATOS INFÚZIÓ10X500 ML INFÚZIÓS ÜVEGBEN,41049222,RxNorm Extension,2025-05-07,,
210149696,0,,AMINOVEN 5% OLDATOS INFÚZIÓ10X500 ML INFÚZIÓS ÜVEGBEN,41049222,RxNorm Extension,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19052489,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19006410,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19010955,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,962398,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19069149,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19082306,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19088571,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19092377,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19008864,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19004724,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19035577,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19052736,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19066774,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19136716,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19000537,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19006186,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19006692,RxNorm,2025-05-07,,
210149727,0,,AMINOVEN INFANT 10% OLDATOS INFÚZIÓ10X100 ML INFÚZIÓS ÜVEGBEN,19007572,RxNorm,2025-05-07,,
210150095,0,,ALEVE FILMTABLETTA7X,46221323,RxNorm,2025-05-07,,
210150100,0,,ALEVE FILMTABLETTA20X,46221323,RxNorm,2025-05-07,,
210150134,0,,ALGOFLEX FORTE DOLO 400 MG FILMTABLETTA12X,19019072,RxNorm,2025-05-07,,
210150142,0,,ALGOFLEX FORTE DOLO 400 MG FILMTABLETTA24X,19019072,RxNorm,2025-05-07,,
210150223,0,,"BEPANTHEN KENŐCS3,5 G",40056033,RxNorm,2025-05-07,,
210150231,0,,BÉRES B6-VITAMIN TABLETTA20X,43707710,RxNorm Extension,2025-05-07,,
210150249,0,,BÉRES C-VITAMIN 100 MG FILMTABLETTA20X,19011779,RxNorm,2025-05-07,,
210150257,0,,BÉRES C-VITAMIN 200 MG FILMTABLETTA20X,19012070,RxNorm,2025-05-07,,
210150273,0,,BÉRES C-VITAMIN 500 MG FILMTABLETTA30X,19069200,RxNorm,2025-05-07,,
210150281,0,,BÉRES C-VITAMIN 500 MG FILMTABLETTA60X,19069200,RxNorm,2025-05-07,,
210150299,0,,BLEOMYCIN-TEVA 15 EGYSÉG POR OLDATOS INJEKCIÓHOZ1X,40015456,RxNorm,2025-05-07,,
210150304,0,,BLEOMYCIN-TEVA 15 EGYSÉG POR OLDATOS INJEKCIÓHOZ10X,40015456,RxNorm,2025-05-07,,
210150312,0,,BREXIN 20 MG TABLETTA6X,19022024,RxNorm,2025-05-07,,
210150320,0,,BREXIN 20 MG TABLETTA20X,19022024,RxNorm,2025-05-07,,
210150338,0,,BREXIN 20 MG TABLETTA30X,19022024,RxNorm,2025-05-07,,
210150451,0,,"CERAZETTE 0,075 MG FILMTABLETTA28X",19101869,RxNorm,2025-05-07,,
210150582,0,,"CLONAZEPAM TARCHOMIN 0,5 MG TABLETTA30X",798875,RxNorm,2025-05-07,,
210150590,0,,CLONAZEPAM TARCHOMIN 2 MG TABLETTA30X,798877,RxNorm,2025-05-07,,
210150621,0,,"CONCOR COR 1,25 MG FILMTABLETTA20X",40166187,RxNorm,2025-05-07,,
210150639,0,,"CONCOR COR 1,25 MG FILMTABLETTA60X",40166187,RxNorm,2025-05-07,,
210150647,0,,CONCOR COR 10 MG FILMTABLETTA30X,40162867,RxNorm,2025-05-07,,
210150655,0,,CONCOR COR 10 MG FILMTABLETTA60X,40162867,RxNorm,2025-05-07,,
210150671,0,,"CONCOR COR 2,5 MG FILMTABLETTA60X",40166188,RxNorm,2025-05-07,,
210150702,0,,CONCOR COR 5 MG FILMTABLETTA30X,40162878,RxNorm,2025-05-07,,
210150710,0,,CONCOR COR 5 MG FILMTABLETTA60X,40162878,RxNorm,2025-05-07,,
210150833,0,,COVEREX KOMB TABLETTA30X,36881022,RxNorm Extension,2025-05-07,,
210150914,0,,DUPHALAC 667 MG/ML BELSŐLEGES OLDAT1X200 ML,987245,RxNorm,2025-05-07,,
210151431,0,,MYCOSYST 200 MG KEMÉNY KAPSZULA7X,1755000,RxNorm,2025-05-07,,
210151724,0,,"""RINGER """"BAXTER"""" OLDATOS INFÚZIÓ20X500 ML""",40136367,RxNorm,2025-05-07,,
210151758,0,,ROXITHROMYCIN-RATIOPHARM 150 MG FILMTABLETTA10X,19063875,RxNorm,2025-05-07,,
210151766,0,,ROXITHROMYCIN-RATIOPHARM 300 MG FILMTABLETTA10X,19063876,RxNorm,2025-05-07,,
210151936,0,,VOLUVEN 6% OLDATOS INFÚZIÓ10X250 ML (FREEFLEX ZSÁKBAN),43725504,RxNorm Extension,2025-05-07,,
210151944,0,,VOLUVEN 6% OLDATOS INFÚZIÓ10X500 ML (FREEFLEX ZSÁKBAN),43725504,RxNorm Extension,2025-05-07,,
210152152,0,,BEPANTHEN KENŐCS100 G,40056033,RxNorm,2025-05-07,,
210152233,0,,ADVIL ULTRA LÁGY KAPSZULA10X,19078440,RxNorm,2025-05-07,,
210152241,0,,ADVIL ULTRA LÁGY KAPSZULA20X,19078440,RxNorm,2025-05-07,,
210152306,0,,DIOVAN 80 MG FILMTABLETTA28X (PVC/PVDC//AL BUBORÉKFÓLIÁBAN),1308851,RxNorm,2025-05-07,,
210152314,0,,DIOVAN 160 MG FILMTABLETTA28X (PVC/PVDC//AL BUBORÉKFÓLIÁBAN),19096678,RxNorm,2025-05-07,,
210152356,0,,FROMILID 125 MG/5 ML GRANULÁTUM BELSŐLEGES SZUSZPENZIÓHOZ1X25 G (60 ML-HEZ),43135600,RxNorm Extension,2025-05-07,,
210152411,0,,DIAPREL MR 30 MG MÓDOSÍTOTT HATÓANYAGLEADÁSÚ TABLETTA60X,19101729,RxNorm,2025-05-07,,
210152576,0,,"MULTIHANCE 0,5 M OLDATOS INJEKCIÓ5 ML",41174001,RxNorm Extension,2025-05-07,,
210152584,0,,"MULTIHANCE 0,5 M OLDATOS INJEKCIÓ10 ML",41174001,RxNorm Extension,2025-05-07,,
210152592,0,,"MULTIHANCE 0,5 M OLDATOS INJEKCIÓ15 ML",41174001,RxNorm Extension,2025-05-07,,
210152607,0,,"MULTIHANCE 0,5 M OLDATOS INJEKCIÓ20 ML",41174001,RxNorm Extension,2025-05-07,,
210152649,0,,"NASIVIN BABY 0,1 MG/ML TARTÓSÍTÓSZERMENTES OLDATOS ORRCSEPP1X5 ML",40066616,RxNorm,2025-05-07,,
210152665,0,,PARLAZIN 10 MG FILMTABLETTA30X,40228214,RxNorm,2025-05-07,,
210152681,0,,PIRACETAM AL 1200 MG FILMTABLETTA30X,19046659,RxNorm,2025-05-07,,
210152738,0,,PIRACETAM AL 1200 MG FILMTABLETTA60X,19046659,RxNorm,2025-05-07,,
210152746,0,,PIRACETAM AL 1200 MG FILMTABLETTA120X,19046659,RxNorm,2025-05-07,,
210152835,0,,"SYMBICORT MITE TURBUHALER 4,5 MIKROGRAMM/80 MIKROGRAMM INHALÁCIÓS POR1X120 ADAG",35133500,RxNorm Extension,2025-05-07,,
210152851,0,,"SYMBICORT TURBUHALER 4,5 MIKROGRAMM/160 MIKROGRAMM INHALÁCIÓS POR1X120 ADAG",35133500,RxNorm Extension,2025-05-07,,
210153271,0,,AVELOX 400 MG/250 ML OLDATOS INFÚZIÓ5X INFÚZIÓS ZSÁKBAN,44168757,RxNorm Extension,2025-05-07,,
210153289,0,,AVELOX 400 MG/250 ML OLDATOS INFÚZIÓ12X INFÚZIÓS ZSÁKBAN,44168757,RxNorm Extension,2025-05-07,,
210153352,0,,XYZAL 5 MG FILMTABLETTA28X,40163630,RxNorm,2025-05-07,,
210153386,0,,MERCKFORMIN 500 MG FILMTABLETTA30X,40164929,RxNorm,2025-05-07,,
210153661,0,,PARLAZIN 10 MG/ML BELSŐLEGES OLDATOS CSEPPEK20 ML,35870604,RxNorm Extension,2025-05-07,,
210153849,0,,AFLAMIN 100 MG FILMTABLETTA20X,19029394,RxNorm,2025-05-07,,
210153857,0,,AFLAMIN 100 MG FILMTABLETTA60X,19029394,RxNorm,2025-05-07,,
210153904,0,,LACIPIL 2 MG FILMTABLETTA28X,19011548,RxNorm,2025-05-07,,
210153912,0,,"ROCALTROL 0,5 MIKROGRAMM LÁGY KAPSZULA100X (BLISZTERBEN)",40018632,RxNorm,2025-05-07,,
210153920,0,,"ROCALTROL 0,25 MIKROGRAMM LÁGY KAPSZULA30X (BLISZTERBEN)",40018632,RxNorm,2025-05-07,,
210153962,0,,QUAMATEL 20 MG FILMTABLETTA60X,19077241,RxNorm,2025-05-07,,
210154031,0,,QUAMATEL 40 MG FILMTABLETTA30X,953113,RxNorm,2025-05-07,,
210154138,0,,DETRALEX 500 MG FILMTABLETTA60X,19107567,RxNorm,2025-05-07,,
210154219,0,,CALCICHEW-D3 500 MG/200 NE RÁGÓTABLETTA20X,41111704,RxNorm Extension,2025-05-07,,
210154243,0,,CARBOSAN SZÁJNYÁLKAHÁRTYÁN ALKALMAZOTT GÉL1X5 G,40743185,RxNorm Extension,2025-05-07,,
210154324,0,,CORNEREGEL SZEMGÉL1X5 G,41205636,RxNorm Extension,2025-05-07,,
210154332,0,,CORNEREGEL SZEMGÉL1X10 G,41205636,RxNorm Extension,2025-05-07,,
210154366,0,,DISGREN 300 MG KEMÉNY KAPSZULA30X,19042779,RxNorm,2025-05-07,,
210154374,0,,DISGREN 300 MG KEMÉNY KAPSZULA50X,19042779,RxNorm,2025-05-07,,
210154382,0,,"DUOPRIL 20 MG/12,5 MG TABLETTA30X",40163757,RxNorm,2025-05-07,,
210154390,0,,ESPUMISAN GYÖNGY 40 MG LÁGY KAPSZULA25X,19064937,RxNorm,2025-05-07,,
210154405,0,,ESPUMISAN GYÖNGY 40 MG LÁGY KAPSZULA50X,19064937,RxNorm,2025-05-07,,
210154594,0,,INFACOL BELSŐLEGES SZUSZPENZIÓ1X50 ML HDPE TARTÁLYBAN,40083596,RxNorm,2025-05-07,,
210154691,0,,MEGESIN 160 MG TABLETTA30X,40164960,RxNorm,2025-05-07,,
210154706,0,,MEGESIN 160 MG TABLETTA100X,40164960,RxNorm,2025-05-07,,
210154756,0,,NIMBEX 2 MG/ML OLDATOS INJEKCIÓ5X5 ML,40029077,RxNorm,2025-05-07,,
210154895,0,,PROPAFENON AL 150 MG FILMTABLETTA20X,40165138,RxNorm,2025-05-07,,
210154900,0,,PROPAFENON AL 150 MG FILMTABLETTA50X,40165138,RxNorm,2025-05-07,,
210154918,0,,PROPAFENON AL 150 MG FILMTABLETTA100X,40165138,RxNorm,2025-05-07,,
210154926,0,,PROPAFENON AL 300 MG FILMTABLETTA20X,40165148,RxNorm,2025-05-07,,
210154934,0,,PROPAFENON AL 300 MG FILMTABLETTA50X,40165148,RxNorm,2025-05-07,,
210154942,0,,PROPAFENON AL 300 MG FILMTABLETTA100X,40165148,RxNorm,2025-05-07,,
210155003,0,,ROWACHOL BELSŐLEGES OLDATOS CSEPPEK1X10 ML,43013518,RxNorm,2025-05-07,,
210155003,0,,ROWACHOL BELSŐLEGES OLDATOS CSEPPEK1X10 ML,37002802,RxNorm,2025-05-07,,
210155003,0,,ROWACHOL BELSŐLEGES OLDATOS CSEPPEK1X10 ML,19050346,RxNorm,2025-05-07,,
210155003,0,,ROWACHOL BELSŐLEGES OLDATOS CSEPPEK1X10 ML,901656,RxNorm,2025-05-07,,
210155003,0,,ROWACHOL BELSŐLEGES OLDATOS CSEPPEK1X10 ML,40684597,RxNorm Extension,2025-05-07,,
210155003,0,,ROWACHOL BELSŐLEGES OLDATOS CSEPPEK1X10 ML,1146696,RxNorm,2025-05-07,,
210155029,0,,SANVAL 5 MG FILMTABLETTA20X,40163500,RxNorm,2025-05-07,,
210155037,0,,SANVAL 10 MG FILMTABLETTA10X,40163492,RxNorm,2025-05-07,,
210155045,0,,SANVAL 10 MG FILMTABLETTA20X,40163492,RxNorm,2025-05-07,,
210155079,0,,SINGULAIR MINI 4 MG RÁGÓTABLETTA28X,1154197,RxNorm,2025-05-07,,
210155150,0,,TRITTICO AC 75 MG RETARD TABLETTA30X,42972215,RxNorm Extension,2025-05-07,,
210155168,0,,TRITTICO AC 150 MG RETARD TABLETTA20X,40171835,RxNorm,2025-05-07,,
210155566,0,,VINBLASTIN RICHTER 2 MG/ML POR ÉS OLDÓSZER OLDATOS INJEKCIÓHOZ1X,40864834,RxNorm Extension,2025-05-07,,
210155574,0,,VINBLASTIN RICHTER 2 MG/ML POR ÉS OLDÓSZER OLDATOS INJEKCIÓHOZ10X,40864834,RxNorm Extension,2025-05-07,,
210155794,0,,OMEGAVEN EMULZIÓS INFÚZIÓ10X50 ML,43623185,RxNorm Extension,2025-05-07,,
210155809,0,,OMEGAVEN EMULZIÓS INFÚZIÓ10X100 ML,43623185,RxNorm Extension,2025-05-07,,
210155833,0,,SOLMUCOL 200 MG SZOPOGATÓ TABLETTA20X,19108542,RxNorm,2025-05-07,,
210155867,0,,SPIRIVA 18 MIKROGRAMM INHALÁCIÓS POR KEMÉNY KAPSZULÁBAN30X + HANDIHALER,1356250,RxNorm,2025-05-07,,
210155948,0,,VINCRISTIN-RICHTER 1 MG POR ÉS OLDÓSZER OLDATOS INJEKCIÓHOZ VALÓ KONCENTRÁTUMHOZ10X,41083320,RxNorm Extension,2025-05-07,,
210156164,0,,SARIDON TABLETTA20X,41087253,RxNorm Extension,2025-05-07,,
210156180,0,,VOLUVEN 6% OLDATOS INFÚZIÓ10X250 ML (PE PALACKBAN),43725504,RxNorm Extension,2025-05-07,,
210156198,0,,VOLUVEN 6% OLDATOS INFÚZIÓ10X500 ML (PE PALACKBAN),43725504,RxNorm Extension,2025-05-07,,
210156588,0,,FLUIMUCIL JUNIOR 100 MG GRANULÁTUM30X,41025620,RxNorm Extension,2025-05-07,,
210156596,0,,FLUIMUCIL JUNIOR 100 MG GRANULÁTUM50X,41025620,RxNorm Extension,2025-05-07,,
210156601,0,,FLUIMUCIL 200 MG GRANULÁTUM30X1 G,41182151,RxNorm Extension,2025-05-07,,
210156619,0,,FLUIMUCIL 200 MG GRANULÁTUM50X1 G,41182151,RxNorm Extension,2025-05-07,,
210156643,0,,"SIMDAX 2,5 MG/ML KONCENTRÁTUM OLDATOS INFÚZIÓHOZ1X5 ML",40173187,RxNorm,2025-05-07,,
210156766,0,,CIPRALEX 10 MG FILMTABLETTA28X,715940,RxNorm,2025-05-07,,
210156805,0,,AVELOX 400 MG/250 ML OLDATOS INFÚZIÓ1X250 ML (INFÚZIÓ ÜVEGBEN),44168757,RxNorm Extension,2025-05-07,,
210156813,0,,AVELOX 400 MG/250 ML OLDATOS INFÚZIÓ5X250 ML (INFÚZIÓ ÜVEGBEN),44168757,RxNorm Extension,2025-05-07,,
210156821,0,,BISOPROLOL-RATIOPHARM 5 MG TABLETTA30X,40162878,RxNorm,2025-05-07,,
210156839,0,,BISOPROLOL-RATIOPHARM 10 MG TABLETTA30X,40162867,RxNorm,2025-05-07,,
210156871,0,,BRONCHIPRET BELSŐLEGES OLDATOS CSEPPEK1X50 ML,42899164,RxNorm,2025-05-07,,
210156871,0,,BRONCHIPRET BELSŐLEGES OLDATOS CSEPPEK1X50 ML,36878840,RxNorm Extension,2025-05-07,,
210156944,0,,DEEP RELIEF GÉL15 G,1177480,RxNorm,2025-05-07,,
210156944,0,,DEEP RELIEF GÉL15 G,19056157,RxNorm,2025-05-07,,
210156952,0,,DEEP RELIEF GÉL30 G,1177480,RxNorm,2025-05-07,,
210156952,0,,DEEP RELIEF GÉL30 G,19056157,RxNorm,2025-05-07,,
210156960,0,,DEEP RELIEF GÉL50 G,1177480,RxNorm,2025-05-07,,
210156960,0,,DEEP RELIEF GÉL50 G,19056157,RxNorm,2025-05-07,,
210156978,0,,DEEP RELIEF GÉL100 G,1177480,RxNorm,2025-05-07,,
210156978,0,,DEEP RELIEF GÉL100 G,19056157,RxNorm,2025-05-07,,
210157055,0,,FUROSEMID AL 500 MG TABLETTA20X,19022069,RxNorm,2025-05-07,,
210157063,0,,FUROSEMID AL 500 MG TABLETTA50X,19022069,RxNorm,2025-05-07,,
210157071,0,,FUROSEMID AL 500 MG TABLETTA100X,19022069,RxNorm,2025-05-07,,
210157110,0,,ILOMEDIN 20 MIKROGRAMM/ML KONCENTRÁTUM OLDATOS INFÚZIÓHOZ5X1 ML,1344992,RxNorm,2025-05-07,,
210157217,0,,LIPIDIL 267 MG KEMÉNY KAPSZULA30X,19101755,RxNorm,2025-05-07,,
210157225,0,,MARFARIN 1 MG TABLETTA100X (BUBORÉKCSOMAGOLÁSBAN),40163510,RxNorm,2025-05-07,,
210157233,0,,MARFARIN 3 MG TABLETTA100X (BUBORÉKCSOMAGOLÁSBAN),40163540,RxNorm,2025-05-07,,
210157241,0,,MARFARIN 5 MG TABLETTA100X (BUBORÉKCSOMAGOLÁSBAN),40163554,RxNorm,2025-05-07,,
210157445,0,,SERETIDE EVOHALER 25/50 MIKROGRAMM/ADAG TÚLNYOMÁSOS INHALÁCIÓS SZUSZPENZIÓ1X120 ADAG,2071140,RxNorm Extension,2025-05-07,,
210157453,0,,SERETIDE EVOHALER 25/125 MIKROGRAMM/ADAG TÚLNYOMÁSOS INHALÁCIÓS SZUSZPENZIÓ1X120 ADAG,2071140,RxNorm Extension,2025-05-07,,
210157461,0,,SERETIDE EVOHALER 25/250 MIKROGRAMM/ADAG TÚLNYOMÁSOS INHALÁCIÓS SZUSZPENZIÓ1X120 ADAG,2071140,RxNorm Extension,2025-05-07,,
210157500,0,,VESSEL DUE F LÁGY KAPSZULA50X,42962447,RxNorm Extension,2025-05-07,,
210157518,0,,ZOLOFT 20 MG/ML KONCENTRÁTUM BELSŐLEGES OLDATHOZ1X60 ML,40081941,RxNorm,2025-05-07,,
210157568,0,,ACTONEL 35 MG FILMTABLETTA4X,40174494,RxNorm,2025-05-07,,
210157712,0,,SUFENTANIL TORREX 5 MIKROGRAMM/ML OLDATOS INJEKCIÓ5X10 ML,43821294,RxNorm Extension,2025-05-07,,
210157720,0,,SUFENTANIL TORREX 50 MIKROGRAMM/ML OLDATOS INJEKCIÓ5X5 ML,43821294,RxNorm Extension,2025-05-07,,
210157738,0,,SUFENTANIL TORREX 50 MIKROGRAMM/ML OLDATOS INJEKCIÓ5X20 ML,43821294,RxNorm Extension,2025-05-07,,
210157746,0,,TOBI 300 MG/5 ML OLDAT PORLASZTÁSRA56X5 ML,1356252,RxNorm,2025-05-07,,
210158190,0,,LIDOCAIN-EGIS 20 MG/ML OLDATOS INJEKCIÓ10X10 ML,40000191,RxNorm,2025-05-07,,
210158360,0,,AMINOSTERIL N-HEPA 8% OLDATOS INFÚZIÓ10X500 ML INFÚZIÓS PALACKBAN,40151411,RxNorm,2025-05-07,,
210158378,0,,DOXILEK 500 MG KEMÉNY KAPSZULA90X,19091102,RxNorm,2025-05-07,,
210158718,0,,"ZOPIGEN 7,5 MG FILMTABLETTA30X",19044885,RxNorm,2025-05-07,,
210158726,0,,PAROGEN 20 MG FILMTABLETTA30X,35604576,RxNorm,2025-05-07,,
210158734,0,,PAROGEN 20 MG FILMTABLETTA60X HDPE TARTÁLYBAN,35604576,RxNorm,2025-05-07,,
210158792,0,,PAROXETIN-TEVA 20 MG FILMTABLETTA30X,35604576,RxNorm,2025-05-07,,
210158823,0,,LORATADIN-RATIOPHARM 10 MG TABLETTA20X,1107882,RxNorm,2025-05-07,,
210158857,0,,RISPERDAL CONSTA 50 MG POR ÉS OLDÓSZER RETARD SZUSZPENZIÓS INJEKCIÓHOZ1X PORAMPULLA +1 ELőRETÖLTÖTT OLDÓSZERES FECSKENDő+3 Tű,44045276,RxNorm Extension,2025-05-07,,
210159049,0,,KARDEGIC 100 MG POR BELSŐLEGES OLDATHOZ30X,36275184,RxNorm Extension,2025-05-07,,
210159285,0,,ZELDOX 40 MG KEMÉNY KAPSZULA56X,712620,RxNorm,2025-05-07,,
210159308,0,,ZELDOX 60 MG KEMÉNY KAPSZULA56X,712621,RxNorm,2025-05-07,,
210159324,0,,ZELDOX 80 MG KEMÉNY KAPSZULA56X,712642,RxNorm,2025-05-07,,
210159340,0,,ZELDOX 20 MG/ML POR ÉS OLDÓSZER OLDATOS INJEKCIÓHOZ1X,36886614,RxNorm Extension,2025-05-07,,
